# word | phonetic | pos. | meaning | example | topic
pediatrics | /.pi:di'ætriks/ | n. | 小儿科；儿科学 |  | general
hiatus | /hai'eitәs/ | n. | 裂缝, 中断, 空隙, 间隙, 裂孔, (稿；pl. 裂缝, 中断, 空隙, 间隙, 裂孔 |  | general
modicum | /'mɒdikәm/ | n. | 少量 |  | general
untimely | /.ʌn'taimli/ |  | a. 不到时候的, 不合时令的, 不适时的 |  | general
hodgepodge | /'hɒdʒpɒdʒ/ | n. | 杂烩菜, 混杂物 |  | general
unjustly | /ˌʌn'dʒʌstlɪ/ | adv. | 不义地, 不法地 |  | general
repugnant | /ri'pʌgnәnt/ |  | a. 讨厌的, 不愉快的, 厌恶的, 不一致；不一致的, 不相当的, 矛盾的 |  | general
outlandish | /aut'lændiʃ/ |  | a. 外国气派的, 偏僻的, 古怪的 |  | general
mannered | /'mænәd/ |  | a. 守规矩的, 矫饰的 |  | general
inconsequential | /.inkɒnsi'kwenʃәl/ |  | a. 不合逻辑的, 不合理的, 不重要的 |  | general
cautionary | /'kɒ:ʃәnәri/ |  | a. 警告的 |  | general
abeyance | /ә'beiәns/ | n. | 中止, 暂搁, 停止, 归属待定；潜态 |  | general
luscious | /'lʌʃәs/ |  | a. 甘美的, 浓厚的, 满足感官的 |  | general
leeway | /'li:wei/ | n. | 风压差, 风压角, 可容许的误差, 余地 |  | general
dutiful | /'dju:tiful/ |  | a. 尽职的, 忠实的, 顺从的, 守本分的 |  | general
abysmal | /ә'bizmәl/ |  | a. 深不可测的, 无底的 |  | general
unkempt | /'ʌnkempt/ |  | a. 蓬乱的, 未被照管好的 |  | general
unrepentant | /'ʌnri'pentәnt/ |  | a. 不改悔的, 不悔悟的, 顽固不化的；毫不悔改的 |  | general
temerity | /ti'merәti/ | n. | 鲁莽, 蛮勇 |  | general
redoubtable | /ri'dautәbl/ |  | a. 可怕的, 厉害的, 可敬的 |  | general
redolent | /'redәulәnt/ |  | a. 芬芳的, 有...香味的, 令人想起. |  | general
nebulous | /'nebjulәs/ |  | a. 星云的, 星云状的, 朦胧的 |  | general
alias | /'eiliæs/ | n. | 别名, 化名；adv. 以化名为人所知 |  | general
inimical | /i'nimikәl/ |  | a. 有敌意的, 有害的, 抵触的 |  | general
gullible | /'gʌlibl/ |  | a. 易受骗的；易受骗的, 轻信的 |  | general
morose | /mә'rәus/ |  | a. 郁闷的, 孤僻的 |  | general
unfailing | /.ʌn'feiliŋ/ |  | a. 可靠的；经久不衰的 |  | general
opportune | /.ɒpә'tju:n/ |  | a. 恰好的, 时机适宜的, 适当的 |  | culture
lamentable | /'læmәntәbl/ |  | a. 可悲的, 哀伤的, 可怜的 |  | general
blissful | /'blisful/ |  | a. 充满喜悦的 |  | general
crockery | /'krɒkәri/ | n. | 陶器, 瓦器；土器 |  | general
alacrity | /ә'lækrәti/ | n. | 敏捷, 轻快, 乐意 |  | general
unguarded | /.ʌn'gɑ:did/ |  | a. 没有防卫的, 不留神的, 不小心的 |  | general
nexus | /'neksәs/ | n. | 连结, 关系；融合膜 |  | general
delirious | /di'liriәs/ |  | a. 神志昏迷的, 发狂的；谵妄的, 发狂的, 妄想的 |  | general
earshot | /'iәʃɒt/ | n. | 听力所及之范围, 可听距离 |  | general
arroyo | /ә'rɒiәu/ | n. | 干涸沟壑, 旱谷, 小河 |  | general
apocalyptic | /ә.pɒkә'liptik/ |  | a. 天启的, <<启示录>>的 |  | general
uninitiated | /ˌʌnɪˈnɪʃieɪtɪd/ |  | a. 外行的, 缺少经验的 |  | general
inimitable | /i'nimitәbl/ |  | a. 无法仿效的, 独特的, 无比的 |  | general
flippant | /'flipәnt/ |  | a. 轻率的, 没礼貌的, 嘴碎的 |  | general
dispassionate | /dis'pæʃәnit/ |  | a. 冷静的, 不带感情的 |  | general
counterproductive | /.kauntәprә'dʌktiv/ |  | a. 反生产的；使达不到预期目标的 |  | work
brusque | /brusk/ |  | a. 唐突的, 直率的 |  | general
explicable | /'eksplikәbl/ |  | a. 可说明的, 可解释的 |  | general
infantile | /'infәntail/ |  | a. 婴儿的, 幼稚的, 初期的；婴儿的, 幼稚的 |  | general
pandemonium | /pændi'mәjniәm/ | n. | 魔窟, 地狱, 阎王殿, 无法无天, 一片混 |  | general
irksome | /'ә:ksәm/ |  | a. 厌恶的, 讨厌的, 令人厌烦的 |  | health
didactic | /di'dæktik(әl), dai-/ |  | a. 教训的, 说教的, 教导的, 教诲的；教导的 |  | general
apposite | /'æpәuzit/ |  | a. 贴切的, 合适的 |  | general
amateurish | /.æmә'tә:riʃ/ |  | a. 业余的, 外行的, 不熟练的 |  | work
vengeful | /'vendʒful/ |  | a. 复仇心重的, 报复的 |  | general
inexhaustible | /.inig'zɒ:stәbl/ |  | a. 用不完的, 无穷尽的, 不知疲倦的 |  | general
unpretentious | /ʌnpri'tenʃәs/ |  | a. 不铺张的, 不炫耀的, 不装模作样的 |  | general
threadbare | /'θredbeә/ |  | a. 衣服磨薄了的, 穿旧了的, 衣着褴褛的 |  | general
sawdust | /'sɒ:dʌst/ | n. | 锯屑；锯屑 |  | culture
gamut | /'gæmәt/ | n. | 音阶, 整个范围, 全部, 音域 |  | culture
feckless | /'feklis/ |  | a. 无效的, 无能的, 不负责任的 |  | general
unwitting | /.ʌn'witiŋ/ |  | a. 不知情的, 没有意识到的, 不知不觉的 |  | general
desultory | /'desәltәri/ |  | a. 散漫的, 无条理的, 不连贯的 |  | general
pallid | /'pælid/ |  | a. 苍白的, 暗淡的, 无生气的 |  | general
inscrutable | /in'skru:tәbl/ |  | a. 难以了解的, 不能预测的；不可理解的, 不可思议的, 不可测知的 |  | general
ethereal | /i'θiriәl/ |  | a. 轻的, 飘渺的, 天上的；醚制的, 挥发性的 |  | general
livid | /'livid/ |  | a. 铁青的；青紫的 |  | culture
fractional | /'frækʃәnәl/ |  | a. 部分的, 碎片的, 微少的, 断片的；T1电路 |  | culture
unregulated |  |  | a. 未经调节的；未校准的 |  | general
renown | /ri'naun/ | n. | 名声, 声望；vt. 使有声望 |  | general
laconic | /lә'kɒnik/ |  | a. 简洁的, 简明的 |  | general
impressionable | /im'preʃәnәbl/ |  | a. 易感的, 敏感的, 可塑的 |  | general
immemorial | /.imi'mɒ:riәl/ |  | a. 太古的, 远古的, 无法追忆的；无法追溯的, 无法记忆的, 太古的 |  | culture
barbarous | /'bɑ:bәrәs/ |  | a. 野蛮的, 残暴的, 粗野的 |  | culture
vicarious | /vai'kєәriәs/ |  | a. 代理的, 代用的, 替代的；替代的, 错位的 |  | culture
verve | /vә:v/ | n. | 热情, 气魄, 神韵, 活力 |  | general
rickety | /'rikәti/ |  | a. 患佝偻病的, 虚弱的, 摇摆的；佝偻病的 |  | general
oatmeal | /'әutmi:l/ | n. | 燕麦片, 燕麦粥；燕麦片 |  | general
cacophony | /kæ'kɒfәni/ | n. | 不愉快的音调, 不协和音, 杂音 |  | general
posse | /'pɒsi/ | n. | 一队, 一团, 地方武装团队；可能性 |  | society
rambunctious | /ræm'bʌŋkʃәs/ |  | a. 粗暴的, 难控制的, 喧闹的 |  | general
leniency | /'li:njәnsi/ | n. | 宽大, 温和, 慈悲为怀；宽大, 宽恕, 仁慈 |  | education
detritus | /di'traitәs/ | n. | 碎石；腐质, 碎屑 |  | general
trickery | /'trikәri/ | n. | 欺骗, 欺诈, 诡计；诡计, 奸计, 诈骗 |  | general
whimsical | /'hwimzikl/ |  | a. 怪念头多的, 反复无常的, 古怪的 |  | general
turgid | /'tә:dʒid/ |  | a. 肿的, 浮夸的；充满的, 胀满的 |  | general
fracas | /'frækɑ:/ | n. | 喧噪, 吵闹, 纷扰 |  | general
demure | /di'mjuә/ |  | a. 装成端庄的, 假正经的, 娴静的 |  | general
spindly | /'spindli/ |  | a. 纺锤形的, 细长的 |  | general
rabble | /'ræbl/ | n. | 乌合之众, 暴民, 下层社会, 长柄耙；vt. 聚众闹事, 用拨火棍搅动 |  | society
insuperable | /in'sju:pәrәbl/ |  | a. 不能制胜的, 不能克服的 |  | general
heretical | /hi'retikәl/ |  | a. 异教的, 异端的 |  | culture
imperious | /im'piәriәs/ |  | a. 专横的, 傲慢的, 迫切的；强制的, 不随意的 |  | general
figurative | /'figjurәtiv/ |  | a. 比喻的, 象征的, 修饰丰富的 |  | general
vivacious | /vi'veiʃәs/ |  | a. 活泼的, 快活的, 多年生的 |  | general
vitriolic | /.vitri'ɒlik/ |  | a. 硫酸的, 像硫酸的, 语言刻薄的 |  | culture
vacuous | /'vækjuәs/ |  | a. 空的, 空虚的, 没有思想的 |  | general
reprehensible | /.repri'hensәbl/ |  | a. 应斥责的, 应该谴责的；应受严责的, 应受指责的, 应受申斥的 |  | general
propitious | /prә'piʃәs/ |  | a. 顺利的, 适合的, 吉祥的, 慈悲的 |  | general
raspy | /'ræspi/ |  | a. 刺耳的, 粗糙的, 易怒的 |  | general
jaunty | /'dʒɒ:nti/ |  | a. 快活的, 活泼的, 轻快的 |  | general
avuncular | /ә'vʌŋkjulә/ |  | a. 叔伯的, 叔伯似的 |  | general
petulant | /'petʃәlәnt/ |  | a. 任性的, 暴躁的, 易生气的, 难以取 |  | general
bullion | /'buljәn/ | n. | 金银, 金银块, 纯金；金银锭 |  | general
habitable | /'hæbitәbl/ |  | a. 适于居住的, 可居住的 |  | general
regressive | /ri'gresiv/ |  | a. 后退的, 退化的, 回归的；退化的, 退行的, 消退的, 回归的 |  | economy
halcyon | /'hælsiәn/ | n. | 神翠鸟, 翡翠鸟；a. 宁静的, 平稳的, 翡翠鸟的 |  | culture
virility | /vi'riliti/ | n. | 成年, 男性生殖力, 男子气概, 精力充沛；男性, 有男性征 |  | general
sartorial | /sɑ:'tɒ:riәl/ |  | a. 裁缝匠的, 缝工的, 裁缝的 |  | culture
invidious | /in'vidiәs/ |  | a. 引起反感的, 惹人不快的, 不公平的 |  | general
aplomb | /ә'plɒm/ | n. | 沉着, 泰然自若, 垂直 |  | general
uncommitted | /'ʌnkә'mitid/ |  | a. 未遂的, 不受约束的, 独立于...的；不受约束的 |  | general
obstinacy | /'ɒbstinәsi/ | n. | 倔强, 顽固, 固执行为, (疼痛等)难治 |  | general
largesse | /lɑ:'dʒes/ | n. | 慷慨的赠与, 慷慨赠与物, 慷慨的赏钱 |  | general
pastiche | /pæs'ti:ʃ/ | n. | 模仿作品, 东拼西凑的杂烩 |  | culture
virile | /'virail/ |  | a. 男性的；男性的, 有男性征的 |  | general
rostrum | /'rɒstrәm/ | n. | 讲坛, 演讲台, 演讲, 演讲者；嘴, 喙 |  | culture
moldy | /'mәuldi/ |  | a. 发霉的, 腐臭的 |  | general
disheveled | /di'ʃevәld/ |  | a. 凌乱的,不整洁的 |  | general
foolproof | /'fu:lpru:f/ |  | a. 十分简单的, 十分安全的 |  | general
tawdry | /'tɒ:dri/ |  | a. 廉价而俗丽的；n. 廉价而俗丽之物 |  | general
restive | /'restiv/ |  | a. 不愿向前走的, 倔强的, 难驾御的 |  | general
mettle | /'metl/ | n. | 气质, 耐力, 勇气 |  | general
rectitude | /'rektitju:d/ | n. | 正直, 纯正, 正确；公正, 正直, 严正 |  | general
ulterior | /ʌl'tiәriә/ |  | a. 隐秘不明的, 在特定界限以外的, 将来；进一步的, 日后的, 将来的 |  | culture
spasmodic | /spæz'mɔdik/ |  | a. 痉挛的, 痉挛性的, 由痉挛引起的；痉挛的 |  | general
asparagus | /ә'spærәgәs/ | n. | 芦笋；天冬 |  | general
staccato | /stә'kɑ:tәu/ |  | a. 断奏的, 断续的, 不连贯的；adv. 断奏地, 断续地, 不连贯地 |  | culture
supine | /sju:'pain/ |  | a. 仰卧的, 掌心向上的, 懒散的；仰卧的, 旋后的 |  | general
squeamish | /'skwi:miʃ/ |  | a. 过于拘谨的, 神经质的, 易呕吐的 |  | general
gargantuan | /gɑ:'gæntʃuәn/ |  | a. 巨大的, 庞大的 |  | general
efficacious | /.efi'keiʃәs/ |  | a. 有效的, 灵验的 |  | general
unmitigated | /.ʌn'mitigeitid/ |  | a. 未缓和的, 未减轻的, 全然的；全然的, 绝对的, 未减轻的 |  | general
traceable | /'treisәbl/ |  | a. 可追踪的, 可描绘的；可追溯的, 可追踪的 |  | general
inveterate | /in'vetәrit/ |  | a. 根深的, 成癖的, 积习的；慢性顽固性的, 绵延难治的 |  | general
voluptuous | /vә'lʌptjәs/ |  | a. 骄奢淫逸的, 贪图酒色的, 妖娆的 |  | general
carpentry | /'kɑ:pintri/ | n. | 木工手艺, 木工业, 木器 |  | general
baleful | /'beilful/ |  | a. 有害的, 恶意的 |  | general
peremptory | /pә'remptәri/ |  | a. 断然的, 俨然的, 强制的, 不容置疑；绝对的, 最后决定的, 断然的 |  | general
stupor | /'stju:pә/ | n. | 无感觉, 人事不省, 麻木；木僵, 昏呆 |  | general
herbaceous | /hә'beiʃәs/ |  | a. 草本的, 叶状的, 绿色的；草的 |  | culture
heinous | /'heinәs/ |  | a. 可憎的, 令人发指的 |  | general
wizardry | /'wizәdri/ | n. | 巫术 |  | general
iodine | /'aiәdi:n/ | n. | 碘, 碘酒；碘I-2 |  | general
anticipatory | /æn'tisipeitәri/ |  | a. 期待着的, 先行的, 提早发生的；先行 |  | general
purgatory | /'pә:gәtәri/ | n. | 涤罪, 炼狱；a. 涤罪的 |  | general
palatial | /pә'leiʃәl/ |  | a. 宫殿似的, 宏伟的, 堂皇的, 庄严的 |  | general
beholden | /bi'hәudәn/ |  | a. 负有义务的, 受惠的 |  | general
unearthly | /.ʌn'ә:θli/ |  | a. 非世间的, 神秘的, 怪异的 |  | general
airtight | /'єәtait/ |  | a. 气密的, 不透气的, 无懈可击的；气密, 不透气 |  | general
tutelage | /'tju:tilidʒ/ | n. | 守护, 监护, 指导；监护, 保护, 指导 |  | education
gulch | /gʌlʃ/ | n. | 地沟, 冲沟 |  | general
bonhomie | /bɔnɔ'mi:; (?@) bɔnә'mi:/ | n. | 愉快, 温和, 和蔼 |  | general
meditative | /'mediteitiv/ |  | a. 默想的, 耽于默想的, 冥想的 |  | general
inane | /i'nein/ |  | a. 空虚的, 愚蠢的, 空洞的；n. 空洞乏物 |  | general
coterie | /'kәutәri/ | n. | 同人, 圈内人, 小集团 |  | general
linoleum | /li'nәuliәm/ | n. | 油地毡, 漆布；油毡 |  | general
asymmetric | /æsi'metrik/ |  | a. 不对称的, 偏位的；非对称的, 不对称的, 不平衡的 |  | culture
omnipresent | /.ɒmni'prezәnt/ |  | a. 无所不在的, 普通存在的 |  | general
iridescent | /.iri'desәnt/ |  | a. 彩虹色的, 闪光的；虹色的, 晕色的 |  | general
colossus | /kә'lɒsәs/ | n. | 巨像, 巨人 |  | general
showy | /'ʃәui/ |  | a. 艳丽的, 炫耀的 |  | general
sacrilege | /'sækrilidʒ/ | n. | 亵渎圣物, 冒渎, 渎圣行为；橇门入教堂行窃, 窃取圣物 |  | general
rabid | /'ræbid/ |  | a. 猛烈的, 热烈的, 急进的, 狂怒的；狂犬病的, 咬病的 |  | general
callow | /'kælәu/ |  | a. 年轻而无经验的, (鸟)羽毛未丰的；无羽毛的 |  | general
declination | /.dekli'neiʃәn/ | n. | 下倾, 倾斜, 衰微；偏角, 偏差, 偏转(眼球) |  | general
escapism | /is'keipizәm/ | n. | 逃避现实, 逃避主义 |  | general
unprincipled | /.ʌn'prinsipld/ |  | a. 不讲道德的, 不正直的 |  | general
forbearance | /fɒ:'bєәrәns/ | n. | 节制, 自制, 忍耐；债务偿还期的延展, 忍耐, 宽容 |  | general
xenophobia | /,zenә'fәubiә/ | n. | 无端畏惧和憎恨外国人/陌生人, 对外国人的畏；生客恐怖 |  | general
apocryphal | /ә'pɔkrif(ә)l/ |  | a. 伪的, 不足凭信的 |  | general
behoove | /bi'hu:v/ | v. | 理应, 应该；vi. 理所当然 |  | general
feral | /'fiәrәl/ |  | a. 野生的, 凶猛的, 野兽的；凶猛的, 野生的 |  | general
paleontology | /.pæliɒn'tɒlәdʒi/ | n. | 古生物学；古生物学 |  | work
invulnerable | /in'vʌlnәrәbl/ |  | a. 不会受伤害的, 刀枪不入的, 无懈可击 |  | general
incontrovertible | /.inkɒntrә'vә:tәbl/ |  | a. 无争论余地的, 无疑的, 明白的；不可辩驳的, 不容置疑的 |  | general
surreptitious | /.sʌrәp'tiʃәs/ |  | a. 秘密的, 暗中的, 偷偷摸摸的；鬼鬼祟祟的, 秘密的, 欺骗的 |  | general
scurrilous | /'skʌrilәs/ |  | a. 说话粗鄙恶劣的, 下流的；语言粗鄙的, 庸俗的 |  | culture
rancid | /'rænsid/ |  | a. 像油脂腐臭味的, 腐臭的；酸败的 |  | general
unprovoked | /.ʌnprә'vәukt/ |  | a. 未受挑衅的, 无正当理由的；无正当理由的, 无缘无故的, 未受刺激的 |  | general
seditious | /si'diʃәs/ |  | a. 煽动性的, 妨害治安的；妨害治安罪的, 煽动性的, 危及治安的 |  | society
uptight | /'ʌp'tait/ |  | a. 紧张的, 拮据的, 心情焦躁的 |  | general
aberrant | /æ'berәnt/ |  | a. 偏离正路的, 偏离常轨的, 畸变的；异常的 |  | culture
torrid | /'tɒ:rid/ |  | a. 晒热的, 酷热的, 炎热的 |  | general
ire | /aiә/ | n. | 忿怒；美国无线电工程师学会 |  | technology
apotheosis | /ә.pɒθi'әusis/ | n. | 尊崇为神, 神化, 美化 |  | general
multifarious | /.mʌlti'fєәriәs/ |  | a. 多种的, 各种各样的, 许多的 |  | general
askew | /ә'skju:/ |  | a. 歪斜的；adv. 歪斜地 |  | general
nepotism | /'nepәtizm/ | n. | 偏袒亲属, 起用亲戚 |  | general
inhumane | /.inhju:'mein/ |  | a. 无人情味的, 薄情的, 残忍的 |  | general
uncooperative | /'ʌnkәu'ɔpәrәtiv/ |  | a. 不合作的, 不配合的, 执拗的 |  | general
statuary | /'stætjuәri/ | n. | 雕像, 雕像艺术, 雕像家；a. 雕像的, 雕像用的 |  | culture
narcissism | /nɑ:'sisizm/ | n. | 自我陶醉, 自恋；自爱欲, 恋已癖 |  | general
stolid | /'stɒlid/ |  | a. 缺乏热情的, 神经麻木的 |  | general
portentous | /pɒ:'tentәs/ |  | a. 前兆的, 不吉的, 可惊的, 自大的 |  | general
internecine | /.intә'ni:sain/ |  | a. 互相残杀的, 两败俱伤的, 致命的；互相残杀的, 两败俱伤的, 杀人的 |  | work
unrequited | /.ʌnri'kwaitid/ |  | a. 无报答的, 没有受到报复的；无报酬的, 得不到报答的, 无报复的 |  | general
