# word | phonetic | pos. | meaning | example | topic
sheepishly | /'ʃi:pɪʃlɪ/ | adv. | 怯懦地, 羞怯地；愚蠢地 |  | general
roughness | /'rʌfnis/ | n. | 粗糙, 凹凸不平, 粗糙度, 篷乱毛发；粗糙度 |  | general
perforce | /pә'fɒ:s/ | adv. | 必然地, 只得 |  | general
nobly | /'nәubli/ | adv. | 华丽地, 高尚地, 豪爽地 |  | general
inaudible | /in'ɒ:dәbl/ |  | a. 听不见的 |  | general
hither | /'hiðә/ |  | a. 这边的, 在这边的；adv. 向这边, 向此处 |  | general
buyback | /'baibæk/ | n. | 回购, 回买协议 |  | general
authoritarianism | /ə,θɔrə'tɛrɪənɪzəm/ | n. | 独裁主义；权力主义 |  | society
unreservedly | /,ʌnri'z\\\\:vidli/ | adv. | 不客气地, 率直地 |  | general
undisguised | /.ʌndis'gaizd/ |  | a. 无伪装的, 不戴假面具的, 公开的 |  | general
kudzu | /'kædzu:/ | n. | 野葛 |  | general
ritualistic | /.ritʃuә'listik/ |  | a. 仪式的, 遵守仪式的 |  | general
playfully |  | adv. | 开玩笑地；好游玩地 |  | general
ordinariness |  | n. | 平凡；平常(ordinary的变形) |  | general
menacingly |  | adv. | 威胁地, 恐吓地 |  | general
lawlessness | /'lɔ:ləsnəs/ | n. | 不服从法律；不受法律制约 |  | society
ethnically | /'eθnikli/ | adv. | 人种上, 民族上 |  | general
menorah | /mә'nɒ:rә/ | n. | 九扦枝大烛台(犹太教仪式用) |  | general
claustrophobia | /klɒ:strә'fәubiә/ | n. | 幽闭恐怖症；幽闭恐怖 |  | general
uninvited | /'ʌnin'vaitid/ |  | a. 未被邀请的, 未经请求的 |  | general
moonlit | /'mu:nlit/ |  | a. 月光照耀的 |  | general
monopolistic | /mә.nɒpә'listik/ |  | a. 垄断性的, 专卖的, 垄断论者的 |  | economy
ineffectiveness |  |  | 无结果, 无效 |  | general
collie | /'kɒli/ | n. | 柯利牧羊狗 |  | general
paternalism | /pә'tә:nәlizm/ | n. | 家长式作风, 家长式统治；家长作风 |  | society
indoctrination | /in.dɒktri'neiʃәn/ | n. | 教导, 教化；教育, 教训, 灌输 |  | education
dartmouth | /'dɑ:tmәθ/ | n. | 达特茅斯（英国港口） |  | general
informational |  |  | a. 信息的, 情报的, 提供消息的, 介绍；信息性的 |  | general
inadmissible | /.inәd'misәbl/ |  | a. 不许可的, 不能承认的 |  | general
anus | /'einәs/ | n. | 肛门；肛门 |  | general
menstrual | /'menstruәl/ |  | a. 月经的, 一月一次的, 每月的；月经的 |  | general
seaward | /'si:wәd/ | n. | 朝海的方向；a. 面海的, 向海的 |  | general
shamelessly | /'ʃeimlisli/ | adv. | 不知羞耻地 |  | general
miso | /'mi:sәu/ |  | 味噌, 日本豆面酱 |  | general
lifeblood | /'laifblʌd/ | n. | 鲜血, 血, 生机的根源 |  | general
credulity | /kri'dju:liti/ | n. | 易信, 轻信 |  | general
copiously | /'kəʊpɪəslɪ/ | adv. | 丰富地, 充裕地 |  | general
velvety | /'velviti/ |  | a. 像天鹅绒的, 轻软光滑的, 柔和的 |  | general
unscheduled | /ʌn'ʃedju:ld/ |  | 不定期的 |  | general
unflattering | /'ʌn'flætәriŋ/ |  | a. 不奉承的, 不恭维的, 指出缺点的 |  | general
substandard | /.sʌb'stændәd/ |  | a. 标准以下的, 不合规格的；低于定额的 |  | general
astrophysical | /.æstrә'fizikl/ |  | a. 天体物理学的 |  | general
insistently | /ɪn'sɪstəntlɪ/ | adv. | 坚持地, 强求地 |  | general
humourless | /'hju:mәlis/ |  | a. 缺乏幽默感的, 一本正经的 |  | general
fillip | /'filip/ | n. | 弹指, 刺激；vt. 用指弹, 刺激 |  | general
sulfuric | /sʌl'fjuәrik/ |  | a. 硫磺的；含多量硫磺的 |  | general
vehemence | /'vi:imәns/ | n. | 热烈, 激烈 |  | general
suddenness | /'sʌdnnɪs/ | n. | 意外, 突然 |  | general
subjectively |  | adv. | 主观地；臆想地 |  | general
biracial | /bai'reiʃәl/ |  | a. 两种人种的 |  | general
peninsular | /pi'ninsjulә/ |  | a. 半岛的 |  | general
heaviness | /'hevinis/ | n. | 重, 沉闷, 情绪低落, 忧伤, 迟钝, 笨 |  | general
handiwork | /'hændiwә:k/ | n. | 手工, 手工艺, 手工 |  | work
gynaecological | /'^ainikә'lɔdʒikəl,,dʒai-/ |  | a. 妇科学的, 妇科的 |  | environment
fourfold | /'fɒ:fәuld/ |  | a. 四重的, 四倍的, 四垒的；adv. 四倍, 四重 |  | general
fantastically | /fæn'tæstɪklɪ/ | adv. | 空想地, 捕风捉影地 |  | general
eerily |  |  | a. 怪诞的；奇异的 |  | general
unashamed | /.ʌnә'ʃeimd/ |  | a. 无羞耻心的, 不知耻的, 厚脸无耻的；厚颜无耻的, 公然的, 无羞耻的 |  | general
provocatively |  | adv. | provocative的变形 |  | general
mechanistic | /.mekә'nistik/ |  | a. 机械学的, 机械论的, 机械论者的；机械论的 |  | technology
inhumanity | /.inhju:'mæniti/ | n. | 不人道, 残暴；无人性, 野蛮, 残酷 |  | general
counterintelligence | /'kauntәrin,telidʒәns/ | n. | 反情报；反情报 |  | work
tidily |  | adv. | 整洁地, 整齐地 |  | general
mischievously | /'mɪstʃɪvəslɪ/ | adv. | 有害地；淘气地 |  | general
irritability | /.iritә'biliti/ | n. | 易怒, 刺激物, 兴奋性；应激性, 兴奋性, 刺激感受性, 兴奋增盛 |  | general
housebound | /'hajsbajnd/ |  | a. 闭门不出的 |  | health
consecutively | /kən'sekjətɪvlɪ/ | adv. | 连续地 |  | general
brusquely | /'brʊsklɪ/ | adv. | 唐突地, 粗率地 |  | general
emcee | /'em'si:/ | n. | 司仪, 主持人；vt. 担任...主持人, 主持 |  | general
faulkner | /'fɔ:knә/ | n. | 福克纳（美国小说家, 曾获1949年诺贝尔文 |  | general
tympanic | /tim'pænik/ |  | a. 鼓似的, 鼓膜的, 鼓室的；鼓室的 |  | general
telescopic | /'teliskәupik/ |  | a. 望远镜的, 用望远镜看到的, 套管式的；望远的 |  | culture
statehouse | /s'teɪthaʊs/ | n. | 州议会的议场 |  | society
feverishly | /'fi:vәriʃli/ | adv. | 兴奋地 |  | general
exploitative | /iks'plɔitәtiv/ |  | a. 开发的, 剥削的, (糟蹋地)利用的 |  | general
squishy | /'skwiʃi/ |  | a. 湿软的, 粘糊糊的 |  | general
noncommercial | /.nɒnkә'mә:ʃәl/ |  | a. 非经营的 |  | economy
wickedly | /'wɪkɪdlɪ/ | adv. | 坏透地, 不愉快地, 顽皮地 |  | general
hyperactive | /,haipә(:)'ræktiv/ |  | a. 活动过度的；超...的 |  | general
fungal | /'fʌŋ^әl/ |  | a. 真菌, 突然发生而迅速生长的东西, 真；真菌的, 霉菌的 |  | general
euthanasia | /.ju:θә'neizjә/ | n. | 安乐死；安死术 |  | health
unjustifiable | /.ʌn'dʒʌstifaiәbl/ |  | a. 不合道理的, 不能认为是正当的, 不能 |  | general
acne | /'ækni/ | n. | 痤疮, 粉刺；痤疮, 粉刺 |  | health
mollusk | /'mɔlәsk/ | n. | 软体动物；软体动物 |  | general
furtherance | /'fә:ðәrәns/ | n. | 助成, 促进, 援助的方法, 提供援助者 |  | general
kinesthetic | /.kinis'θetik/ |  | a. 肌肉运动知觉的；运动觉的, 动觉的 |  | general
conservancy | /kәn'sә:vәnsi/ | n. | 保存, 保护, 管理；保存 |  | work
appeasement | /ә'pi:zmәnt/ | n. | 抚慰, 缓解, 平息, 姑息；缓和:缓静, 安抚 |  | general
invasive | /in'veisiv/ |  | a. 侵入的, 侵略性的, 攻击性的 |  | health
cattail | /'kætteil/ | n. | 柔荑花, 香蒲 |  | general
venereal | /vә'niәriәl/ |  | a. 性爱的, 性交的, 性病的, 生殖器的；性病的, 性交的 |  | general
phallic | /'fælik/ |  | a. 阴茎的, 生殖器的, 阳物崇拜的；阴茎的 |  | general
traveled | /'træv(ә)ld/ |  | a. 富有旅行经验的, 旅客常到的 |  | culture
dialysis | /dai'ælisis/ | n. | 透析, 渗析；渗析 |  | general
vociferously | /və'sɪfərəslɪ/ | adv. | 喊叫地, 吵闹地 |  | general
valiantly | /'vælɪəntlɪ/ | adv. | 勇敢地, 英勇地；雄赳赳 |  | general
harmoniously | /hɑ:'məʊnɪəslɪ/ | adv. | 和谐地, 调和地 |  | general
layperson | /'leip\\\\:sәn/ | n. | 外行 |  | work
courageously |  | adv. | 勇敢地 |  | general
unavoidably | /ˌʌnə'vɔɪdəblɪ/ | adv. | 不可避免地 |  | general
straightforwardly | /ˌstreɪt'fɔ:wədlɪ/ | adv. | 正直地 |  | general
staunchly | /'stɔ:ntʃli/ | adv. | 坚定地；忠实地 |  | general
shortness | /'ʃɒ:tnis/ | n. | 短小, 简略, 不足；脆性 |  | general
psychopathic | /.saikә'pæθik/ |  | a. 精神病的, 精神变态的；n. 精神变态者, 精神病患者 |  | health
pinkish | /'piŋkiʃ/ |  | a. 略带桃色的 |  | general
nastiness | /'nɑ:stinis/ | n. | 污秽, 不洁, 烦人 |  | general
lifelike | /'laiflaik/ |  | a. 栩栩如生的, 逼真的, 酷象实物的 |  | culture
cabinetry | /'kæbɪnətrɪ/ | n. | （总称）内阁；细木工家具 |  | general
fiendish | /'fi:ndiʃ/ |  | a. 恶魔似的 |  | general
familiarly |  | adv. | 不拘礼地, 亲密地, 随意地 |  | general
techie | /ˈteki/ | n. | 技师, 技术员 |  | technology
coyly | /kɔɪlɪ/ | adv. | 害羞地, 羞怯地 |  | general
adamantly |  | adv. | 坚硬无比地；坚强地 |  | general
willpower | /'wilpauә/ | n. | 毅力, 意志力 |  | general
undiluted | /.ʌndai'lju:tid/ |  | a. 未淡化的, 未稀释的, 未搀水的, 未；未稀释的 |  | general
uncommonly | /ʌn'kɔmәnli/ | adv. | 非常, 极其, 罕见地, 难得地, 非凡地 |  | general
twain | /'twein/ | n. | 二, 两, 一对 |  | general
thousandth | /'θauzndθ/ |  | a. 第一千的, 千分之一的 |  | general
suave | /swɑ:v/ |  | a. 柔和的, 温和的, 文雅的 |  | general
silverware | /'silvәwєә/ | n. | 银器 |  | general
powdery | /'paudәri/ |  | a. 粉的, 粉状的 |  | general
newsworthy | /'nju:zwә:ði/ |  | a. 有报导价值的 |  | general
judiciously |  | adv. | 明智而审慎地；明断地 |  | general
inescapably | /ˌɪnɪ'skeɪpəblɪ/ | adv. | 逃不掉地 |  | general
dubiously |  | adv. | 怀疑地；可疑地 |  | general
noninvasive |  |  | a. 非侵害的, 无损伤的, 非侵袭的 |  | general
spandex | /'spændeks/ |  | 弹力纤维 |  | general
sulphurous | /'sʌlfәrәs/ |  | a. 亚硫的, 恶毒的, 亵渎的, 凶狠的 |  | general
serenely | /sə'ri:nlɪ/ | adv. | 安详地, 沉着地, 宁静地 |  | general
mythic | /'miθik/ |  | a. 神话的, 存在于神话中的, 神话式的 |  | general
coherently |  |  | 结合地 |  | general
architecturally |  | adv. | 建筑(学)上, 有一定结构地 |  | culture
tarzan | /'tɑ:zæn/ | n. | 健壮、灵活的男子 |  | general
unshaven | /'ʌn'ʃeivn/ |  | a. 不剃须的, 未修面的 |  | general
genomics | /dʒə'nəʊmɪks/ |  | 基因组学 |  | work
archery | /'ɑ:tʃәri/ | n. | 射箭术 |  | general
appreciatively | /ə'pri:ʃiətivli/ | adv. | 欣赏地, 赞赏地；感激地 |  | general
chiropractic | /.kaiәrә'præktik/ | n. | (脊柱)按摩疗法；按摩疗法 |  | general
kinda | /'kaindә/ | adv. | 有几分；有一点 |  | general
glasnost | /'glæsˌnəʊst/ | n. | 公开性；公开化 |  | society
chloroform | /'klɒrәfɒ:m/ | n. | 氯仿；vt. 用氯仿麻醉 |  | general
prenuptial | /pri(:)'nʌpʃәl/ |  | 结婚前的, 婚礼前的 |  | general
infomercial | /ˌɪnfəʊˈmɜ:ʃl/ | n. | <美>专题广告片 |  | economy
gynaecology | /,dʒaini'kɔlәdʒi,, ^ai-/ | n. | 妇科学 |  | health
segregationist | /,se^ri'^eiʃәnist/ | n. | 种族隔离主义者 |  | culture
chipotle | /ʃɪpɒtlə/ | n. | 干红辣椒, 烟味辣椒, 墨西哥风味快速便餐 |  | general
superannuation | /,sju:pә,rænju'eiʃәn/ | n. | 年老退休, 退职, 体弱退休, 淘汰, 废弃 |  | environment
sis | /sis/ | n. | 姐妹（等于sister） |  | culture
togetherness | /tә'^eðәnis/ | n. | 和睦, 友好 |  | general
mulatto | /mju'lætәu/ | n. | (白人和黑人的)混血儿；a. (黑白)混血儿的, 淡褐色的 |  | general
cinematic | /,sini'mætik/ |  | a. 电影的, 影片的 |  | culture
townspeople | /'tajnzpi:p(ә)l/ | n. | 镇民, 市民, 城里生长的人, 城镇居民 |  | society
freaky | /'fri:ki/ |  | a. (=freakish)畸形的, 捉摸不 |  | general
judo | /'dʒu:dәu/ | n. | 柔道；揉术, 柔道(日本的一种武术) |  | general
coho | /'kәuhәu/ | n. | (=coho salmon)银大马哈鱼(原产 |  | general
instructional | /in'strʌkʃәnәl/ |  | a. 教学的, 教育的 |  | education
madras | /mә'dræs/ | n. | 马德拉斯薄棉布 |  | general
commandant | /.kɒmәn'dænt/ | n. | 司令官 |  | general
incontinent | /in'kɒntinәnt/ |  | a. 无节制的, 荒淫的, 失禁的；adv. 立即 |  | general
worryingly | /'wʌrɪɪŋlɪ/ | adv. | 焦虑地, 烦恼地 |  | general
escrow | /'eskrәu/ | n. | 附带条件实现后交付的契约；有条件转让契约, 第三者代管契约 |  | culture
unquestionable | /.ʌn'kwestʃәnәbl/ |  | a. 无疑问的, 确实的, 无可挑剔的；无可疑的, 确定的, 不成问题的 |  | general
unadulterated | /.ʌnә'dʌltәreitid/ |  | a. 无搀杂的, 道地的, 纯粹的, 完全的 |  | general
inaccurately | /ɪn'ækjərətlɪ/ | adv. | 不精密地, 不准确地 |  | general
