# word | phonetic | pos. | meaning | example | topic
scrumptious | /'skrʌmpʃәs/ |  | a. 可口的, 绝妙的, 缩紧的 |  | general
ebullience | /i'bʌljәns/ | n. | 沸腾, 热情, 热情洋溢；沸腾 |  | general
unflappable | /.ʌn'flæpәbl/ |  | a. 不慌张的, 镇定的 |  | general
modish | /'mәudiʃ/ |  | a. 流行的, 时髦的 |  | general
umbrage | /'ʌmbridʒ/ | n. | 不快, 生气, 阴影, 树荫, 怀疑等模糊感 |  | general
timorous | /'timәrәs/ |  | a. 胆怯的, 胆小的, 羞怯的 |  | general
testy | /'testi/ |  | a. 易怒的, 暴躁的 |  | general
prescience | /'presiәns/ | n. | 预知, 先见 |  | general
ingress | /'ingres/ | n. | 进入, 入口, 准许进入；进入, 入境, 入口 |  | general
contraband | /'kɒntrәbænd/ | n. | 违禁品, 走私；a. 禁运的, 非法买卖的 |  | society
comedienne | /kә.meidi'en/ | n. | 喜剧女演员 |  | culture
agronomy | /ә'grɒnәmi/ | n. | 农艺学, 农学 |  | work
valedictory | /.væli'diktәri/ |  | a. 告别的；n. 告别辞 |  | general
peevish | /'pi:viʃ/ |  | a. 易怒的, 暴躁的, 带怒气的, 撒娇的 |  | general
redemptive | /ri'demptiv/ |  | a. 赎回的, 救世的, 赎身的 |  | general
persnickety | /pә'snikәti/ |  | a. 爱挑剔的, 吹毛求疵的, 精细的 |  | general
ocular | /'ɒkjulә/ |  | a. 眼睛的, 用眼的, 凭视觉的, 目击的；n. 目镜 |  | general
mawkish | /'mɒ:kiʃ/ |  | a. 淡而无味的, 令人作呕的, 感伤的 |  | general
winsome | /'winsәm/ |  | a. 引人注目的, 迷人的, 可爱的 |  | general
doggerel | /'dɒgәrәl/ | n. | 打油诗 |  | general
mangy | /'meindʒi/ |  | a. 疥癣的, 污秽的 |  | general
fecund | /'fi:kәnd/ |  | a. 生殖力旺盛的, 多产的, 丰饶的, 肥 |  | general
ambidextrous | /.æmbi'dekstrәs/ |  | a. 两手俱利的, 搞两面派的；两手同利的 |  | general
extirpation | /.ekstә:'peiʃәn/ | n. | 消灭, 根除, 毁灭；摘除 |  | general
unconscionable | /.ʌn'kɒnʃәnәbl/ |  | a. 不受良心支配的, 不合理的, 过度的 |  | general
lint | /lint/ | n. | 绷带用麻布, 皮棉；绒布(外科用布) |  | general
animus | /'ænimәs/ | n. | 基本态度, 敌意, 意向；男性意象(精神分析用词) |  | health
flatulence |  | n. | 肠胃气胀, 空虚, 自负, 浮夸；(肠胃)气胀 |  | general
legerdemain | /.ledʒәdә'mein/ | n. | 戏法, 骗术, 诡辩 |  | general
vituperative | /vi'tju:pәreitiv/ |  | a. 责骂的, 叱责的 |  | general
lingual | /'liŋgwәl/ |  | a. 舌的, 舌音的, 语言的；n. 舌音 |  | culture
perigee | /'peridʒi:/ | n. | 近地点 |  | culture
chicanery | /ʃi'keinәri/ | n. | 强词夺理, 狡辩, 欺骗 |  | general
venal | /'vi:nl/ |  | a. 可收买的, 贪污的, 用金钱买得的；贪污的 |  | general
apoplectic | /.æpәu'plektik/ | n. | 中风病人；a. 中风的, 有中风迹象的 |  | health
meretricious | /.meri'triʃәs/ |  | a. 华丽而庸俗的, 俗气的, 娼妓的 |  | general
gangly | /'^ŋ^li/ |  | a. 身材瘦长的 |  | general
liberality | /,libә'ræliti/ | n. | 慷慨, 宽宏大量, 心胸宽大, 胸怀广阔 |  | general
otiose | /'әuʃiәus/ |  | a. 不必要的, 怠惰的, 没有用的, 多余 |  | general
gluttonous | /'glʌtnәs/ |  | a. 暴食的, 贪吃的, 贪心的 |  | general
aquiline | /'ækwәlain/ |  | a. 鹰的, 似鹰的, 钩状的 |  | general
verdigris | /'vә:digri:s/ | n. | 铜绿；铜绿 |  | general
matriarchy | /'meitriɑ:ki/ | n. | 女家长制, 女族长制 |  | society
occidental | /.ɒksi'dentәl/ | n. | 欧美人, 西方人；a. 欧美的, 西方的, 西方国家的 |  | culture
licentious | /lai'senʃәs/ |  | a. 放肆的；放纵的, 无法无天的, 不守法的 |  | general
cachet | /kæ'ʃei/ | n. | 公章, 私人印戳, 标记, 威望, 纪念邮戳；扁囊剂 |  | general
unreserved | /.ʌnri'zә:vd/ |  | a. 不隐瞒的, 坦白的 |  | general
cherubic | /tʃe'ru:bik/ |  | a. 天使的, 无邪的, 可爱的 |  | general
prissy | /'prisi/ |  | a. 谨小慎微的, 大惊小怪的, 为小事挂虑 |  | general
raffish | /'ræfiʃ/ |  | a. 名誉不好的, 无赖的, 卑鄙的, 俗艳 |  | general
indispensability |  | n. | 不可缺少, 责无旁贷 |  | general
skullduggery | /skʌl'dʌ^әri/ | n. | 欺骗, 诡计, 诈骗 |  | general
aseptic | /æ'septik/ | n. | 防腐剂；a. 无菌的 |  | work
lambaste | /læm'beist/ | v. | 痛打, 严责 |  | general
inconstancy | /in'kɒnstәnsi/ | n. | 易变, 不定性, 反复无常 |  | general
lucre | /'lu:kә/ | n. | 收益, 钱财 |  | general
gratis | /'greitis/ | adv. | 免费地, 白送地；a. 免费的 |  | general
expiation | /.ekspi'eiʃәn/ | n. | 赎罪, 补偿；偿罪, 赎罪 |  | general
waspish | /'wɒspiʃ/ |  | a. 如黄蜂的, 腰细的, 易怒的 |  | general
centripetal | /sen'tripitәl/ |  | a. 向心的；向心的, 向中的, 求中的 |  | general
vapid | /'væpid/ |  | a. 乏味的, 走了气味的, 无生气的, 无 |  | general
perfidious | /pә'fidiәs/ |  | a. 不忠贞的, 背信的, 有异心的 |  | culture
ineluctable | /.ini'lʌktәbl/ |  | a. 不可避免的, 无法逃避的 |  | general
wizen | /'wizn/ | v. | (使)枯萎, (使)雕谢 |  | health
unpremeditated | /.ʌnpri'mediteitid/ |  | a. 未经事先考虑的, 无预谋的, 偶然的；非故意的, 无预谋的, 无准备的 |  | general
abstemious | /æb'sti:mjәs/ |  | a. 有节制的, 节约的 |  | general
undirected | /.ʌndi'rektid/ |  | a. 未受指导的, 无姓名和地址的 |  | general
bounteous | /'bauntiәs/ |  | a. 慷慨的, 充足的, 宽裕的 |  | general
perfidy | /'pә:fidi/ | n. | 不诚实, 背信弃义(行为)；叛变, 出卖, 背信弃义 |  | general
noncommittal | /.nɒnkә'mitәl/ |  | a. 不明朗的, 不承担义务的 |  | education
expository | /ik'spɒzitәri/ |  | a. 说明的, 解释的 |  | general
turpitude | /'tә:pitju:d/ | n. | 卑鄙行为, 卑鄙；邪恶, 可耻行为, 卑鄙 |  | general
exigent | /'eksidʒәnt/ |  | a. 紧急的, 迫切的, 苛求的；催告书, 勒令, 限令 |  | general
proboscis | /prәu'bɒsis/ | n. | 长鼻子, 喙；喙, 吻 |  | general
auricular | /ɒ:'rikjulә/ | n. | 耳的, 私下对人说的, 耳状的；耳的 |  | culture
bombast | /'bɒmbæst/ | n. | 夸大的言辞 |  | general
optimization | /.ɒptimai'zeiʃәn/ | n. | 最佳化, 最优化；优化 |  | general
vitreous | /'vitriәs/ |  | a. 玻璃的, 玻璃似的, 玻璃体的；玻璃体, 玻璃状的, 透明的 |  | general
fretwork | /'fretwә:k/ | n. | 回纹装饰, 浮凸雕工 |  | health
hyperactivity |  | n. | 活动过多, 机能亢进, 机能过敏；活动过强, 机能亢进 |  | general
spoor | /spuә/ | n. | 痕迹, 足迹；v. 循着足迹追踪 |  | general
smarmy | /'smɑ:mi/ |  | a. 虚情假意的, 爱说奉承话的 |  | general
delectation | /di:lek'teiʃәn/ | n. | 愉快, 欢乐 |  | general
munificence | /mju:'nifisns/ | n. | 丰厚, 慷慨给与 |  | general
mellifluous | /me'lifljәs/ |  | a. 加了蜜糖的, 甜蜜的, 甜美的, 流畅 |  | general
argot | /'ɑ:gәu/ | n. | 行话, 俚语, 黑话 |  | culture
somnolent | /'sɒmnәlәnt/ |  | a. 想睡的, 催眠的；瞌睡的 |  | general
nonviable | /nɒn'vaiәbl/ |  | a. 无法生活的；不能生活的 |  | general
plangent | /'plændʒәnt/ |  | a. 轰鸣的, 凄切的, 哀鸣的 |  | general
coagulant | /kәu'ægjulәnt/ | n. | 凝结剂；凝结剂 |  | general
tautological | /,tɔ:tә'lɔdʒikәl/ |  | a. 重复的, 赘述的 |  | general
imperturbable | /.impә'tә:bәbl/ |  | a. 沉着的, 泰然自若的, 镇静的 |  | general
retroactive | /.retrәu'æktiv/ |  | a. 反动的, 追溯的, 有追溯效力的；有追溯效力的 |  | general
iridescence | /.iri'desәns/ | n. | 彩虹色；虹色, 晕色 |  | general
diaphanous | /dai'æfәnәs/ |  | a. 透明的, 轻柔的 |  | general
gridiron | /'gridaiәn/ | n. | 烤架, 格状物 |  | general
puffery | /'pʌfәri/ | n. | 夸大广告, 吹捧 |  | general
clannish | /'klæniʃ/ |  | a. 氏族的, 宗族的, 团结心很强的 |  | society
herbivorous | /hә'bivәrәs/ |  | a. 食草的；草食的, 食草的 |  | general
plenitude | /'plenitju:d/ | n. | 充分, 完全, 丰富, 大量, 充足 |  | general
insensate | /in'senseit/ |  | a. 无感觉的, 迟钝的, 无生命的, 无情 |  | general
preliterate | /pri:'litәrәt/ |  | a. 文字出现以前的 |  | society
voracity | /vә'ræsiti/ | n. | 贪食, 贪婪 |  | general
dyspeptic | /dis'peptik/ |  | a. 消化不良的, 引起消化不良的, 患消化；n. 消化不良者 |  | general
incubus | /'iŋkjubәs/ | n. | 梦淫妖, 梦魇, 沉重的负担；梦魔, 梦魇 |  | education
seraphic | /sә'ræfik/ |  | a. 六翼天使的, 天使一般的, 纯洁的 |  | general
puckish | /'pʌkiʃ/ |  | a. 顽皮的, 恶作剧的 |  | general
pellucid | /pә'lju:sid/ |  | a. 透明的, 澄清的, 明了的；透明的 |  | culture
lackadaisical | /.lækә'deizikәl/ |  | a. 懒洋洋的, 愁闷的, 伤感的 |  | general
anhydrous | /æn'haidrәs/ |  | a. 无水的；无水的 |  | general
gnomic | /'nәumik/ |  | a. 格言的, 含格言的 |  | general
cosmopolitanism | /,kɔzmә'pɔlitәnizәm/ | n. | 世界主义；世界主义, 世界大同主义 |  | general
antediluvian | /.æntidi'lu:viәn/ |  | a. 大洪水前的, 陈旧的, 过时的；n. 大洪水以前的人, 老迈的人 |  | general
proverbially | /prә'vә:biәli/ | adv. | 如谚语所说, 众所周知 |  | general
polyglot | /'pɒliglɒt/ |  | a. (使用)多种语言的, 多种文字对照的；n. 使用多种语言的人, 多种文字对照本 |  | culture
olfaction | /ɒl'fækʃәn/ | n. | 嗅觉；嗅觉, 嗅 |  | general
remiss | /ri'mis/ |  | a. 怠慢的, 不小心的, 没精打采的, 疏 |  | general
recondite | /'rekәndait/ |  | a. 深奥的, 难解的, 隐藏的 |  | general
mien | /mi:n/ | n. | 风采, 态度, 样子, 外表, 面条 |  | general
lineal | /'liniәl/ |  | a. 直系的, 正统的, 嫡出的；直系的, 世袭的, 继承的 |  | general
insouciant | /in'su:siәnt/ |  | a. 漫不经心的, 无忧虑的, 不在意的 |  | general
protuberant | /prәu'tju:bәrәnt/ |  | a. 突起的, 招人注意的 |  | general
puerile | /'pjuәrail/ |  | a. 孩子气的, 天真的, 未成熟的；儿童的, 幼稚的 |  | general
idolater | /ai'dɒlәtә/ | n. | 偶像崇拜者, 崇拜者, 皈依者 |  | general
illiberal | /i'libәrәl/ |  | a. 狭隘的, 无教养的, 吝啬的 |  | general
omnivorous | /ɒm'nivәrәs/ |  | a. 无所不吃的, 杂食的, 什么都喜欢的 |  | general
jingoism | /'dʒiŋ^әjiz(ә)m/ | n. | 侵略主义, 大国沙文主义 |  | general
nonpareil | /'nɔnpәrәl/ |  | a. 无比的, 无上的；n. 完美无比的人, 举世无双的人/物, 完 |  | general
stagy | /'steidʒi/ |  | a. 戏剧的, 戏一般的, 夸大的, 做作的 |  | culture
shipshape | /'ʃipʃeip/ |  | a. 整洁干净的, 整整齐齐的；adv. 整洁地, 整齐地 |  | general
lactic | /'læktik/ |  | a. 乳的, 乳汁的, 由乳汁取得的；乳的 |  | general
ellipsis | /i'lipsis/ | n. | 省略, 省略符号；省略号 |  | culture
arrhythmic | /ә'riðmik/ |  | a. 无节奏的；心律失常的, 心律不齐的, 无节律的 |  | general
bumptious | /'bʌmpʃәs/ |  | a. 瞎自夸的, 瞎自大的, 傲慢的 |  | general
foppish | /'fɒpiʃ/ |  | a. 浮华的, 矫饰的, 纨绔的, 傻的 |  | general
drizzly | /'drizli/ |  | a. 下毛毛雨的 |  | general
vim | /vim/ | n. | 精力, 生气, 精神 |  | health
skinflint | /'skinfliŋt/ | n. | 吝啬鬼 |  | general
seemly | /'si:mli/ |  | a. 适当的, 恰当的, 合适的, 好看的 |  | general
impalpable | /im'pælpәbl/ |  | a. 不可触知的, 不能感知的, 难以理解的；不可接触的, 极细微的 |  | general
obstreperous | /әb'strepәrәs/ |  | a. 吵闹的, 喧嚣的, 骚乱的, 不守秩序 |  | general
demotic | /di'mɒtik/ |  | a. 人民的, 民众的, 通俗的 |  | general
beatific | /.bi:ә'tifik/ |  | a. 至福的, 赐福的, 极乐的 |  | general
nonporous | /'nɔn'pɔ:rәs/ |  | a. 无孔的, 无孔隙的 |  | general
sententious | /sen'tenʃәs/ |  | a. 简洁的, 警句的, 富于格言的 |  | general
lissome | /'lisәm/ |  | a. 柔软的, 敏捷的 |  | general
perfunctorily | /pә'fʌŋktәrili/ | adv. | 敷衍地, 马虎地, 潦草地, 表面地 |  | general
noisome | /'nɔisәm/ |  | a. 有害的, 恶臭的, 有毒的, 可厌的 |  | general
gutless | /'gʌtlis/ |  | a. 无胆量的 |  | general
dormancy | /'dɒ:mәnsi/ | n. | 不活动性, 休眠, 蛰伏；休眠, 不活动, 休止 |  | general
odoriferous | /.әudә'rifәrәs/ |  | a. 散发气味的, 臭的 |  | general
dotage | /'dɒtidʒ/ | n. | 老耄, 老迷糊, 溺爱；衰老, 老耄 |  | health
slanderous | /'slændәrәs/ |  | a. 中伤性的, 中伤的, 挖苦人的；诽谤的, 造谣中伤的, 诋毁的 |  | general
impermanent | /im'pә:mәnәnt/ |  | a. 暂时的, 非永久的 |  | general
heterodox | /'hetәrәdɒks/ |  | a. 非正统的, 异端的 |  | culture
valorous | /'vælәrәs/ |  | a. 勇敢的, 勇武的, 刚勇的 |  | general
cupidity | /kju:'piditi/ | n. | 贪心, 贪婪 |  | general
emaciation | /i.meisi'eiʃәn/ | n. | 瘦弱, 憔悴, 衰弱；消瘦 |  | health
motile | /'mәutail/ |  | a. 能动的, 运动表象型的；n. 运动表象型 |  | health
clairvoyance | /klєә'vɒiәns/ | n. | 神视, 超人的视力, 洞察力；千里眼, 神视 |  | general
tackiness | /'tækinis/ | n. | 粘着性 |  | general
sybaritic | /,sibә'ritik/ |  | a. 奢侈享乐的, 耽于奢侈逸乐的, 骄奢淫 |  | general
maladroit | /.mælә'drɒit/ |  | a. 笨拙的, 拙劣的, 愚钝的 |  | general
scissor | /'sizә/ | v. | 剪, 剪取, 删除, 削减；n. 剪刀 |  | general
diabolic | /daiә'bɔlik/ |  | a. 恶魔的, 恶毒的, 凶暴的, 恶魔似的 |  | general
pulchritude | /'pʌlkritju:d/ | n. | 美丽 |  | general
unwonted | /.ʌn'wʌntid/ |  | a. 不习惯的, 不寻常的, 非惯常的 |  | general
coltish | /'kәultiʃ/ |  | a. 小马似的, 蹦蹦跳跳的, 不守纪律的 |  | general
nugatory | /'nju:gәtәri/ |  | a. 无价值的, 无用的, 无效的, 琐碎的 |  | general
labile | /'leibail/ |  | a. 不安定的, 易发生变化的；不稳定的, 易变的 |  | general
duplicitous | /dju:'plisitәs/ |  | a. 奸诈的；双重的 |  | general
gerontology | /.dʒerɒn'tɒlәdʒi/ | n. | 老年医学, 老人学；老年医学, 老年病学, 老人学 |  | health
cacophonous | /kæ'kɒfәnәs/ |  | a. 发音不和谐的, 粗腔横调的 |  | general
saccharin | /'sækәrin/ | n. | 糖精；糖精 |  | general
preponderant | /pri'pɒndәrәnt/ |  | a. 占优势的, 多数的, 主要的, 突出的 |  | general
muzzy | /'mʌzi/ |  | a. 发呆的, 无精神的, 含糊的 |  | health
connubial | /kә'nju:bjәl/ |  | a. 结婚的, 夫妇的, 配偶的 |  | general
indubitable | /in'dju:bitәbl/ |  | a. 无疑的, 确实的, 明显的；不容置疑的, 明确的 |  | general
unfeigned | /.ʌn'feind/ |  | a. 非假装的, 真实的, 诚实的 |  | general
indigence | /'indidʒәns/ | n. | 贫乏, 穷困的人们 |  | society
mistral | /'mistrәl/ | n. | 密史脱拉风 |  | general
colloquium | /kә'lәukwiәm/ | n. | 讨论会 |  | education
sapient | /'seipjәnt/ |  | a. 装聪明样的, 聪明的, 伶俐的, 有见 |  | general
ethnology | /eθ'nɒlәdʒi/ | n. | 人种学；人种学 |  | general
puissance | /'pju:isns/ | n. | 力, 势, 权力 |  | general
potable | /'pәutәbl/ |  | a. 适于饮用的；n. 饮料 |  | general
distention | /dis'tenʃәn/ | n. | 扩张, 膨胀；膨胀, 扩张 |  | general
achromatic | /ækrәu'mætik/ |  | a. 无色的, 不分光的, 消色差的, 非染；消色差的 |  | general
eaglet | /'i:glit/ | n. | 小鹰 |  | general
runic | /'ru:nik/ |  | a. 如尼文字的 |  | general
gerontocracy | /.dʒerɒn'tɒkrәsi/ | n. | 老人统治, 老人管理, 老人集团 |  | work
exiguous | /eg'zigjuәs/ |  | a. 稀少的, 细微的, 细小的 |  | general
vaporous | /'veipәrәs/ |  | a. 雾的, 蒸气的, 雾状的, 多蒸气的 |  | general
mendacious | /men'deiʃәs/ |  | a. 虚假的, 说谎的；不诚实的, 好说谎的, 虚假的 |  | general
snappish | /'snæpiʃ/ |  | a. 要咬人的, 厉声说话的, 没好气的 |  | general
rebus | /'ri:bәs/ | n. | 谜, 画谜 |  | general
svelte | /svelt. sfelt/ |  | a. 苗条的；线条清晰的 |  | society
perspicacious | /.pә:spi'keiʃәs/ |  | a. 聪颖的, 聪明的, 敏锐的, 有洞察力 |  | general
badinage | /bædinɑ:ʒ/ | n. | 开玩笑；嘲弄, 揶揄 |  | general
