# word | phonetic | pos. | meaning | example | topic
vermeil | /'vә:meil/ | n. | 朱红色, 镀金的银(或铜等)；a. 朱红色的, 鲜红色的 |  | general
bipedalism | /'baɪpedlɪzəm/ | n. | 用两足运动 |  | general
scampi | /'skæmpi/ | n. | 挪威海螯虾 |  | general
highborn | /'haibɒ:n/ |  | a. 出身名门的 |  | general
interplanetary | /.intә'plænitәri/ |  | a. 行星间的, 太阳系内的 |  | general
inelegantly | /ɪn'elɪɡəntlɪ/ | adv. | 不优美地 |  | general
hydraulically |  | adv. | 透明质地 |  | general
languorously | /'læŋgərəsli/ | adv. | 疲倦地, 郁闷地 |  | general
animistic | /æni'mistik/ |  | a. 万物有灵论的 |  | general
bituminous | /bi'tju:minәs/ |  | a. 含沥青的；沥青的 |  | general
dedicatory | /'dedikәtәri/ |  | a. 奉献的, 献纳的, 献呈的 |  | health
uterine | /'ju:tәrin/ |  | a. 子宫的, 同母异父的；子宫的 |  | general
unidirectional | /,ju: nidi'rekʃәnәl, - dai-/ |  | a. 单向性的；单向的 |  | general
troller | /'trəʊlə/ |  | 轮唱者, 小钓船 |  | general
ungracious | /.ʌn'greiʃәs/ |  | a. 无礼貌的, 不和蔼的, 没有吸引力的 |  | general
pompano | /'pɔmpәnәu/ | n. | 鲳参鱼 |  | general
unceasingly | /ʌn'si:sɪŋlɪ/ | adv. | 继续地, 不断地；不已 |  | general
theophylline | /,θiә'fili:n, -in/ |  | 茶叶碱；茶硷 |  | general
triennial | /trai'eniәl/ |  | a. 每三年一次的；n. 三年生植物, 三年发生一次的事 |  | general
metrology | /mi'trɒlәdʒi/ | n. | 度量衡学, 度量衡；度量衡学, 测量学 |  | general
menage | /mei'nɑ:ʒ/ | n. | 家务, 家庭 |  | society
libellous | /'laibәlәs/ |  | a. 诽谤的, 败坏名誉的, 爱诽谤的, 诽；诽谤的, 诽谤性的, 中伤的 |  | general
grimness | /'grimnis/ | n. | 严格, 冷酷, 严峻 |  | general
gammon | /'gæmәn/ | n. | 腌猪后腿, 胡说；vt. 腌, 欺骗 |  | general
psychopathological | /saɪkəʊpæθə'lɒdʒɪkl/ |  | 精神病理学的 |  | health
downshift | /'daun,ʃift/ | v. | (汽车等)调低速档 |  | economy
pubis | /'pju:bis/ | n. | 耻骨；耻骨 |  | general
agoraphobia | /.ægәrә'fәubiә/ | n. | 广场恐怖症；广场恐怖, 旷野恐怖 |  | general
sacrum | /'seikrәm/ | n. | 骶骨；骶骨 |  | culture
expiratory | /ik'spaiәrәtәri/ |  | a. 吐气的, 呼气的；呼的 |  | general
unequally |  | adv. | 不相等地；不公平地 |  | culture
scarily |  |  | 可怕地；容易受惊地 |  | general
mirthless | /'mә:θlis/ |  | a. 不快乐的, 悲伤的, 阴郁的 |  | general
empathetically |  |  | 感情移入地, 移情地 |  | general
ergonomic | /,\\\\:^әj'nɔmik/ |  | a. 人类环境改造学的 |  | environment
electrochemical | /i.lektәu'kemikәl/ |  | a. 电气化学的；电化学的 |  | general
hypothermic | /,haipәj'θ\\\\:mik/ |  | a. 低体温的, 体温过低的 |  | general
discolouration | /diskʌlә'reiʃәn/ |  | 变色, 漂白 |  | general
germinal | /'dʒә:minәl/ |  | a. 幼芽的, 胚种的；胚的, 生发的 |  | general
moonrise | /'mu:nraiz/ | n. | 月光, 月出时分 |  | general
maxilla | /mæk'silә/ | n. | 颌, 上颌, 小颚；上颌骨 |  | general
herewith | /hiә'wiθ/ | adv. | 同此, 用此方法 |  | general
bilaterally | /ˌbaɪ'lætərəlɪ/ |  | adv.两侧, 双向地 |  | society
unlikable | /ʌn'laɪkəbl/ |  | a. 不讨喜的；不可爱的 |  | general
narcissi | /nɑ:'sisai/ | n. | 自我陶醉, 自恋 |  | general
goddaughter | /ɡɒd'dɔ:tər/ | n. | 教女 |  | general
mainstreamed |  |  | 使……成为主流（mainstreamed是m |  | education
subspace | /'sʌb,speis/ |  | 子空间；子空间 |  | general
caustically | /'kɒ:stikli/ | adv. | 腐蚀地, 讥讽地, 挖苦地 |  | general
coquettish | /kɒ'ketiʃ/ |  | a. 卖弄风情的 |  | general
compensator | /'kɒmpenseitә/ | n. | 赔偿者, 自耦变压器, 补偿物；补偿器 |  | general
ambassadorial | /æm.bæsә'dɒ:riәl/ |  | a. 大使的, 大使一级的；大使的, 使节的 |  | general
homegirl | /ˈhəʊmgɜ:l/ | n. | 闺蜜 |  | general
recolonization | /,ri:kɔlәnai'zeiʃәn; -ni'z-/ | n. | 开拓殖民地, 再度移民 |  | society
majolica | /mә'dʒɒlikә/ | n. | 意大利产锡釉陶器 |  | culture
iberia | /ai'biәriә/ | n. | 伊比利亚；伊伯利亚半岛 |  | general
seismometer | /saiz'mɒmitә/ | n. | 地震检波器 |  | culture
vesuvius | /vi'su:vjәs/ | n. | 维苏威火山（意大利西南部） |  | general
towboat | /'tәubәut/ | n. | 拖船 |  | general
auroral | /ɒ:'rɒ:rәl/ |  | a. 曙光的, 玫瑰红的, 极光的 |  | general
clitoral |  |  | 阴蒂的 |  | general
satirically | /sə'tɪrɪklɪ/ | adv. | 讽刺地, 讥讽地 |  | general
heartwarming | /'ha:tˌwɔ:mɪŋ/ |  | a. 暖人心房的, 感人的 |  | general
squab | /skwɒb/ |  | a. 尚未生毛的, 矮胖的, 刚孵出的；n. 雏鸟, 矮胖子 |  | general
uproariously | /ʌp'rɔ:rɪəslɪ/ | adv. | 喧嚣地, 吵闹地 |  | general
unsubtle | /ʌn'sʌtl/ |  | a. 不细致的, 不敏锐的, 不灵巧的 |  | general
trackless | /'træklis/ |  | a. 无足迹的, 无路的；无足迹的, 不留足迹的, 无路的 |  | general
sycophancy | /'sikәfәnsi/ | n. | 追随, 奉承, 谄媚 |  | general
incompletion | /.inkәm'pli:ʃәn/ | n. | 不完全 |  | general
atomizer | /'ætәumaizә/ | n. | 雾化器；超微粉碎机 |  | general
selflessly | /'selfləslɪ/ | adv. | 无私地, 忘我地 |  | general
refocus | /ri:'fәukәs/ | v. | 重调…的焦距 |  | general
pictorially | /pɪk'tɔ:rɪəlɪ/ | adv. | 绘画般地 |  | general
pervasiveness | /pə'veɪsɪvnəs/ | n. | 无处不在, 遍布 |  | general
crape | /kreip/ | n. | 黑丧章, 绉纱；vt. 用绉纱覆盖, 戴黑绉纱 |  | general
obduracy | /'ɒbdjurәsi/ | n. | 顽固, 执拗, 冷酷 |  | general
niggardly | /'ni^әdli/ |  | a. 小气的, 吝啬的, 很少量的, 有限的；adv. 吝啬地 |  | general
oropharyngeal | /'ɔ:rәj,færin'dʒi:әl, ,ɔ:rәjfә'rindʒiәl/ |  | 口咽的 |  | general
loveable | /'lʌvəbl/ |  | a. 可爱的, 惹人爱的 |  | general
lengthwise | /'leŋθwaiz/ |  | a. 纵长的；adv. 纵长地 |  | general
kilter | /'kiltә/ | n. | 良好状态, 顺利, 平衡 |  | general
incontestable | /.inkәn'testәbl/ |  | a. 无可争辩的, 不可否认的；不可争辩的, 无可否认的, 不容置疑的 |  | general
pummeling | /'pʌm(ə)l/ | v. | 击；打 |  | general
immodest | /i'mɒdist/ |  | a. 不谦虚的, 冒失的 |  | general
synthetically | /sin'θetikli/ | adv. | 综合地, 合成地 |  | general
hieratic | /haiә'rætik/ |  | a. 僧侣的, 僧侣书写体的 |  | general
nisei | /ni:ˈseɪ, ˈni:ˌseɪ/ | n. | 第二代日裔美国人 |  | general
forcefulness | /'fɔ:sflnəs/ |  | 强有力, 坚强 |  | general
effervescence | /.efә'vesns/ | n. | 冒泡, 欢腾, 兴高采烈；泡腾 |  | general
distressingly |  | adv. | 使人痛苦, 令人苦恼 |  | general
tuberculous | /tju:'bә:kjulәs/ |  | a. 有结节的, 结节状的, 患结核病的；结核性的 |  | general
devoutly | /dɪ'vaʊtlɪ/ | adv. | 虔诚地, 虔敬地, 衷心地 |  | general
camphor | /'kæmfә/ | n. | 樟脑；樟脑 |  | general
nystagmus | /ni'stægmәs/ | n. | 眼球震颤；眼球震颤 |  | general
wistfulness | /'wɪstflnəs/ | n. | 惆怅；渴望 |  | general
vampirism | /'væmpaiәrizәm/ | n. | 勾引, 诱惑, 吮人膏血, 勒索钱财 |  | general
untaxed | /'ʌn'tækst/ |  | a. 免税的, 未完税的, 不负担过重的 |  | general
untrimmed | /'ʌn'trimd/ |  | 未装饰的, 未修饰的 |  | general
unimaginably | /ʌni'mædʒinəbli/ | adv. | 不能想像地；难以理解地 |  | general
indium | /'indiәm/ | n. | 铟；铟In |  | general
uncorrected | /'ʌnkә'rektid/ |  | a. 未改正的, 未修正的, 未加管教的；漏校的 |  | general
thoughtlessness |  |  | 疏忽, 不注意 |  | general
sainthood | /'seinthud/ | n. | 圣徒地位, 圣徒 |  | general
roomful | /'ru:mful/ | n. | 满房间, 满场的人 |  | general
permanency | /'pә:mәnәnsi/ | n. | 永久的职位；长久不变 |  | work
parochialism | /pә'rәjkiәlizәm/ | n. | 教区制度, 地方观念, 眼界狭小 |  | society
semitropical | /.semi'trɒpikl/ |  | a. 亚热带的 |  | general
meekness | /'mi:knis/ | n. | 温顺, 柔和 |  | general
madcap | /'mædkæp/ |  | a. 鲁莽的, 冲动的；n. 鲁莽的人 |  | general
viscoelastic | /,viskәui'læstik/ |  | a. 粘弹性的 |  | general
leonine | /'li:әnain/ |  | a. 狮子的, 狮子般的 |  | general
oblate | /'ɒbleit/ | n. | 献身于修会的俗人；a. 献身修会的, 扁圆的, 椭圆的 |  | culture
inexpert | /.inek'spә:t/ |  | a. 不熟练的；n. 生手 |  | work
sexpot | /'sekspɒt/ | n. | 充满魅力的女性 |  | general
consociational |  |  | 联合的；合作的 |  | general
incoherently |  | adv. | 无条理地 |  | general
narratively | /'nærətɪvlɪ/ |  | 用故事体 |  | general
affinal | /ә'fainәl/ |  | a. 同源的, 姻亲的；n. 姻亲 |  | general
graciousness | /.ɡreiʃi:'ɔsiti/ | n. | 亲切, 和蔼；好心 |  | society
gingery | /'dʒindʒәri/ |  | a. 姜似的, 辛辣的 |  | general
doglike | /'dɒglaik/ |  | a. 象狗的, 忠实的 |  | general
geopolitical | /,dʒi(:)әupә'litikәl/ |  | 地理的 |  | general
remold | /ri'mәuld/ | v. | 改造, 改铸 |  | general
employable | /im'plɒiәbl/ |  | a. 适宜雇用的, 有资格任职的, 可利用的 |  | health
wuss | /wʊs/ | n. | <俚>懦弱的人, 无用的人 |  | general
droopy | /'dru:pi/ |  | a. 下垂的；没有精神的 |  | health
hydrocortisone | /.haidrәu'kɒ:tizәn/ | n. | 皮质甾醇, 氢化可的松；氢化可的松 |  | economy
detestation | /.di:te'steiʃәn/ | n. | 憎恶, 嫌恶, 令人厌恶的人 |  | general
coyness | /kɔɪnəs/ | n. | 怕羞, 羞怯 |  | general
corporately |  | adv. | 共同地；团结地 |  | general
erythromycin | /i.riθrәu'maisin/ | n. | 红霉素；红霉素 |  | economy
allopathic | /.ælәu'pæθik/ |  | a. 对抗疗法的；对抗疗法的 |  | general
chintzy | /'tʃintsi/ |  | a. 以印花棉布做成的, 低廉的 |  | general
succotash | /'sʌkәtæʃ/ | n. | 青玉米粒煮利马豆 |  | general
babyish | /'beibiiʃ/ |  | a. 幼稚的, 稚气的 |  | general
astuteness | /ә'stju:tnis/ | n. | 敏锐, 精明, 狡猾 |  | general
aflame | /ә'fleim/ |  | a. 燃烧中的, 火一般红的, 激动的；adv. 燃烧中 |  | general
cryogenics | /kraiәj'dʒeniks/ | n. | 低温学, 低温实验法；低温学 |  | general
realness |  | n. | 真诚；真实性 |  | general
unladylike | /ʌn'leɪdɪˌlaɪk/ |  | a. 不像贵妇人的 |  | general
amphotericin | /,æmfә'terәsin/ |  | 两性霉素 |  | general
undigested | /'ʌndi'dʒestid, 'ʌndai-/ |  | a. 未消化的, 未充分理解的, 未经整理的 |  | health
undesired | /,ʌndi'zaiәd/ |  | a. 不希望得到的, 非所要求的；不需要的 |  | general
treacherously | /'tretʃərəslɪ/ | adv. | 背信弃义地；背叛地 |  | general
technicolor | /'teknikʌlә(r)/ | n. | 彩色印片法, 鲜艳的色彩；a. 色彩鲜艳的 |  | economy
sunstroke | /'sʌnstrәuk/ | n. | 中暑；日射病, 中暑 |  | general
stubbly | /'stʌbli/ |  | a. 多残株的, 短而硬的 |  | general
reproachful | /ri'prәutʃful/ |  | a. 申斥的, 非难的, 应责备的 |  | general
pensively | /'pensɪvlɪ/ | adv. | 沉思地, 焦虑地 |  | general
hemodynamic | /,hi:mәudai'næmik/ |  | a. 血液动力的；血液动力的 |  | general
jovially | /'dʒəʊvɪəlɪ/ | adv. | 愉快地, 高兴地 |  | general
gymnasia | /dʒim'neiziә/ |  | pl. 体育馆, 健身房, 大学预科 |  | education
faultlessly | /'fɒ:ltlisli/ | adv. | 完美地, 无缺点地 |  | general
expressively |  | adv. | 表现地；意味深长地 |  | general
